adm1_name,adm2_name,mkt_name,price_date,beans,eggs,fish,maize_fao,sorghum_fao,yam,rice,millet,onions,milk,meat_beef,meat_goat
Borno,Konduga,Abba Gamaram,2025-03-01,4396.77,6701.61,1079.03,,,2332.26,6708.06,1751.61,171.77,4370.97,6000.0,6500.0
Borno,Konduga,Abba Gamaram,2025-04-01,3800.0,5855.56,1214.81,,,2781.48,7259.26,1479.63,225.93,4500.0,6000.0,6500.0
Borno,Konduga,Abba Gamaram,2025-05-01,3800.0,5000.0,2000.0,,,2500.0,7250.0,1300.0,500.0,4500.0,6000.0,6500.0
Borno,Konduga,Abba Gamaram,2025-06-01,,,,,,,,,,,,
Borno,Konduga,Abba Gamaram,2025-07-01,,,,,,,,,,,,
Borno,Konduga,Abba Gamaram,2025-08-01,,,,,,,,,,,,
Borno,Konduga,Abba Gamaram,2025-09-01,2987.5,5915.63,1378.12,,,2834.37,6000.0,1503.13,196.88,3868.75,7000.0,7000.0
Borno,Konduga,Abba Gamaram,2025-10-01,3096.77,5740.32,1366.94,,,2883.87,6000.0,1171.77,201.61,2758.06,7000.0,7000.0
Borno,Konduga,Abba Gamaram,2025-11-01,3116.67,5683.33,1288.33,,,3278.33,6000.0,1020.83,223.33,2658.33,7000.0,7000.0
Borno,Konduga,Abba Gamaram,2025-12-01,2522.58,5832.26,1429.44,,,2062.9,5225.81,977.42,218.55,382.58,7000.0,6887.1
Borno,Konduga,Abba Gamaram,2026-01-01,1793.55,5891.94,1353.23,,,1866.13,5153.23,1019.35,120.16,2600.0,7000.0,7000.0
Borno,Konduga,Abba Gamaram,2026-02-01,2589.29,5946.43,1500.0,,,1991.07,5857.14,1121.43,245.54,2600.0,7000.0,7000.0
Borno,Konduga,Abba Gamaram,2026-03-01,2553.45,6889.66,1837.93,,,2181.03,5879.31,928.45,251.72,2551.72,7000.0,7000.0
Borno,Konduga,Abba Gamaram,2026-04-01,,,,,,,,,,,,
Borno,Konduga,Abba Gamaram,2026-05-01,,,,,,,,,,,,
National Average,Abuja,Abuja,2024-01-01,,,,633.91,,,,,,,,
National Average,Abuja,Abuja,2024-02-01,,,,729.45,,,,,,,,
National Average,Abuja,Abuja,2024-03-01,,,,757.86,,,,,,,,
National Average,Abuja,Abuja,2024-04-01,,,,797.61,,,,,,,,
National Average,Abuja,Abuja,2024-05-01,,,,950.16,,,,,,,,
National Average,Abuja,Abuja,2024-06-01,,,,1002.22,,,,,,,,
National Average,Abuja,Abuja,2024-07-01,,,,1029.3,,,,,,,,
National Average,Abuja,Abuja,2024-08-01,,,,1028.33,,,,,,,,
National Average,Abuja,Abuja,2024-09-01,,,,1065.14,,,,,,,,
National Average,Abuja,Abuja,2024-10-01,,,,1080.44,,,,,,,,
National Average,Abuja,Abuja,2024-11-01,,,,1156.91,,,,,,,,
National Average,Abuja,Abuja,2024-12-01,,,,1151.13,,,,,,,,
National Average,Abuja,Abuja,2025-01-01,,,,1168.34,,,,,,,,
National Average,Abuja,Abuja,2025-02-01,,,,1169.32,,,,,,,,
National Average,Abuja,Abuja,2025-03-01,,,,1278.76,,,,,,,,
National Average,Abuja,Abuja,2025-04-01,,,,1239.61,,,,,,,,
National Average,Abuja,Abuja,2025-05-01,,,,1216.55,,,,,,,,
National Average,Abuja,Abuja,2025-06-01,,,,1188.37,,,,,,,,
National Average,Abuja,Abuja,2025-07-01,,,,1166.81,,,,,,,,
National Average,Abuja,Abuja,2025-08-01,,,,951.04,,,,,,,,
National Average,Abuja,Abuja,2025-09-01,,,,888.68,,,,,,,,
National Average,Abuja,Abuja,2025-10-01,,,,904.74,,,,,,,,
National Average,Abuja,Abuja,2025-11-01,,,,843.77,,,,,,,,
National Average,Abuja,Abuja,2025-12-01,,,,798.97,,,,,,,,
National Average,Abuja,Abuja,2026-01-01,,,,784.59,,,,,,,,
